,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
11953,1.9002704824581346e-06,2.8448492428289365e-06,1.6884517507697385e-06,1.8016426963269623e-06,2.9061641815106306e-06,3.0384753176464474e-06,2.666755985255352e-06,2.2797803093654195e-06,5.272380394441564e-06,3.3277771403310193e-05,2.606277561388443e-06,5.724667607609845e-06,5.207033108834579e-06,8.048088961905323e-06,1.4165514433843243e-06,1.242083897551849e-06
11954,1.7886795237614488e-06,2.61821313547438e-06,1.7335066837610712e-06,1.8762474145800954e-06,2.919802602692657e-06,3.051849892521737e-06,2.6570649471815593e-06,2.2634504908691136e-06,5.373204508867387e-06,3.4510323921007476e-05,2.7777806535617225e-06,5.557470568775926e-06,5.077602560418462e-06,8.304521798051892e-06,1.4120121425314026e-06,1.2665057703813224e-06
11955,1.6900274849018594e-06,2.416298467211492e-06,1.7796065807940216e-06,1.9551960121948488e-06,2.925778075580588e-06,3.0727016286040368e-06,2.6493820834091422e-06,2.2499662996370165e-06,5.456508159053081e-06,3.559434669694815e-05,2.9679501314194535e-06,5.4562733097301e-06,4.943225982926111e-06,8.57333217599889e-06,1.4101289805566937e-06,1.2961347770626838e-06
11956,1.6048254252908276e-06,2.2388308993525085e-06,1.8253904170126797e-06,2.038118375655451e-06,2.9240006981196032e-06,3.0999575201211202e-06,2.6441502768713323e-06,2.2391607785391758e-06,5.51975064239721e-06,3.6510905738946885e-05,3.177324801376473e-06,5.420682357203183e-06,4.804613243384758e-06,8.856210156132335e-06,1.4103698521726096e-06,1.3310638712370455e-06
11957,1.5333364550375877e-06,2.085186976177816e-06,1.86932542253014e-06,2.1244591771631324e-06,2.9142318302571758e-06,3.132585906128096e-06,2.6416277568899916e-06,2.230589032736349e-06,5.5607094846538096e-06,3.7240727742181854e-05,3.4064686213056225e-06,5.449380308152694e-06,4.662884526913071e-06,9.154172617637661e-06,1.4120366104352617e-06,1.371365164849121e-06
11958,1.4756771830072413e-06,1.954403688722209e-06,1.909906636093994e-06,2.213405815119559e-06,2.8964726733381275e-06,3.1702637989233554e-06,2.6420258383433793e-06,2.223822171701197e-06,5.576973481089869e-06,3.776236019743082e-05,3.655904179716649e-06,5.5401403474594294e-06,4.519305140427205e-06,9.46671554931006e-06,1.4142972361068599e-06,1.417033008875349e-06
11959,1.4318816815588287e-06,1.8451941091863822e-06,1.945715662853937e-06,2.3038813042155174e-06,2.8712628277775837e-06,3.2138268678427937e-06,2.6457771281986993e-06,2.218628087372639e-06,5.565838183837446e-06,3.805374610632095e-05,3.926029371937122e-06,5.690020002601893e-06,4.37495874737912e-06,9.791381812041978e-06,1.4163874613227395e-06,1.467908800184183e-06
11960,1.401847836693789e-06,1.7559832641281578e-06,1.975402906487694e-06,2.3945995165056196e-06,2.839525162694066e-06,3.2651534417586528e-06,2.653556247832558e-06,2.2148270223378407e-06,5.525090528813401e-06,3.809871305105227e-05,4.216987120620456e-06,5.8954975287723755e-06,4.230714265075696e-06,1.0123575793339631e-05,1.4178612504138862e-06,1.5236552238858571e-06
11961,1.3852446516382937e-06,1.6850573336175005e-06,1.9978378833962107e-06,2.4842277961527445e-06,2.8021658034716955e-06,3.3266108624050332e-06,2.666065407737319e-06,2.21204801782912e-06,5.454243578458986e-06,3.7894164552281435e-05,4.528456090837627e-06,6.152416112022522e-06,4.087551390357586e-06,1.0456566803506056e-05,1.4186143837327481e-06,1.5837702930343526e-06
11962,1.3814743529542338e-06,1.6307699128670249e-06,2.0123463418251025e-06,2.571564925855247e-06,2.759964729288988e-06,3.4004487027860995e-06,2.6839081435709098e-06,2.2097115889909713e-06,5.355235678355866e-06,3.745266700379198e-05,4.859449836242972e-06,6.45578727676346e-06,3.94681739098944e-06,1.0781904770401855e-05,1.418707063602863e-06,1.6476058053576566e-06
11963,1.3897093614324029e-06,1.5916838373300647e-06,2.0188068179354942e-06,2.6555740947458886e-06,2.713850434937988e-06,3.4884161187347657e-06,2.7075928648286245e-06,2.207242445498312e-06,5.232025150286528e-06,3.679930464135964e-05,5.2081528964778255e-06,6.799715175359556e-06,3.8100123522796626e-06,1.1090269103870634e-05,1.418294750822497e-06,1.7143699287210432e-06
11964,1.4089808457277204e-06,1.5666141634572243e-06,2.0176011432591226e-06,2.735266368513571e-06,2.665093888573577e-06,3.591681692278002e-06,2.7374644296284587e-06,2.204324912224812e-06,5.089410030402688e-06,3.596508777475916e-05,5.5717449013240304e-06,7.177657831166398e-06,3.6782860637791004e-06,1.1372323269284123e-05,1.41769932402557e-06,1.7831825957729426e-06
11965,1.4382351923626445e-06,1.5545826878856167e-06,2.0095032312027525e-06,2.809515965841642e-06,2.6151224363898006e-06,3.710956611904617e-06,2.7735783687209045e-06,2.2010914510181816e-06,4.9320389638798965e-06,3.4980152328270095e-05,5.946230543231494e-06,7.5827809631946695e-06,3.552135088365811e-06,1.1619229763240828e-05,1.4173655072104097e-06,1.8532722608075615e-06
11966,1.4762850995741935e-06,1.5546989600788329e-06,1.9955069520743598e-06,2.876897325671031e-06,2.5652626296181372e-06,3.846608992098574e-06,2.815696453334782e-06,2.198200599705818e-06,4.76415256053268e-06,3.3869622116494446e-05,6.326307136150107e-06,8.008002276125886e-06,3.431433413701204e-06,1.1823025803275136e-05,1.4177004647148429e-06,1.924209742560653e-06
11967,1.5217159711835624e-06,1.566048435281595e-06,1.976622026869739e-06,2.9356646723580547e-06,2.516700120579218e-06,3.998584794773687e-06,2.86337064436781e-06,2.196744463479382e-06,4.589673877194583e-06,3.265290526123024e-05,6.705263734843326e-06,8.445742067204196e-06,3.3157030102124325e-06,1.1977193984195632e-05,1.4189934899777658e-06,1.9959538545497372e-06
11968,1.5728828802336292e-06,1.5876873125356674e-06,1.9537788829748452e-06,2.983889629224514e-06,2.4704809068301777e-06,4.166178330491743e-06,2.9159800034626575e-06,2.197987581085318e-06,4.412213549523718e-06,3.134471958737727e-05,7.074985921291681e-06,8.887688919947102e-06,3.2046223214714295e-06,1.2077169758722026e-05,1.421416406742812e-06,2.0686449500363138e-06
11969,1.6279977664839225e-06,1.618671283468452e-06,1.9278852122642886e-06,3.01965904009232e-06,2.4274259970165527e-06,4.347898269517893e-06,2.9728350091712163e-06,2.2030782048451172e-06,4.234976067073905e-06,2.9956340853259547e-05,7.426259747817337e-06,9.324787082615405e-06,3.098528212373244e-06,1.2119980733898801e-05,1.4250419123022496e-06,2.142315727217485e-06
11970,1.6852047735511993e-06,1.6579731163936773e-06,1.899885808942636e-06,3.0413398309394073e-06,2.3880521123851725e-06,4.541559457609045e-06,3.033414163656135e-06,2.2128790454110034e-06,4.0606186576554925e-06,2.849718850414082e-05,7.749515822963783e-06,9.747495409492763e-06,2.9984744715222695e-06,1.2102870237592725e-05,1.4298918517316523e-06,2.2167094834829944e-06
11971,1.742727727520511e-06,1.704394708730295e-06,1.8707105030906925e-06,3.047944052630724e-06,2.3525295409468714e-06,4.744477114655671e-06,3.0974411542454106e-06,2.2279407845374433e-06,3.891156792827107e-06,2.6977002906216655e-05,8.03591658270884e-06,1.0146163174018179e-05,2.9058372347257018e-06,1.20222558975076e-05,1.4359593389867324e-06,2.2912367399491963e-06
11972,1.7992111747119218e-06,1.756711232480025e-06,1.841163911892234e-06,3.039433928258728e-06,2.3206833470901217e-06,4.953593592736224e-06,3.1646717747077336e-06,2.248578738143333e-06,3.7280339984694917e-06,2.5408054060773824e-05,8.278491718136499e-06,1.051116412606281e-05,2.821856921636365e-06,1.1874285295201887e-05,1.4431577251482444e-06,2.365035927930696e-06
11973,1.8540477010884572e-06,1.814005309836155e-06,1.8119095554320167e-06,3.0167522000077655e-06,2.2921060503245425e-06,5.165534432884036e-06,3.234714880176356e-06,2.274957279041145e-06,3.572264919134129e-06,2.3806404122641965e-05,8.472983101470897e-06,1.083306249207482e-05,2.747372835190899e-06,1.1656565607683804e-05,1.4512700934233534e-06,2.4371553372945695e-06
11974,1.9073927910287677e-06,1.8758846623621072e-06,1.783592905196685e-06,2.9815350442324595e-06,2.26637841513263e-06,5.3767101518093796e-06,3.307145548024455e-06,2.307091590066231e-06,3.4245247040469966e-06,2.2191379237480715e-05,8.618031006768125e-06,1.1103888048516847e-05,2.6827543161828696e-06,1.1370020765753837e-05,1.4599452910182017e-06,2.5068090914117604e-06
11975,1.9598615459502463e-06,1.942409782544484e-06,1.7569576403383843e-06,2.9356325868941442e-06,2.2431941633982635e-06,5.583482228648163e-06,3.3816915085484325e-06,2.3448198486195555e-06,3.2851989349223618e-06,2.058325696307539e-05,8.714377931113813e-06,1.1319284234008725e-05,2.627982785870406e-06,1.1020131004096984e-05,1.4687073701389001e-06,2.573501452139056e-06
11976,2.012133300750707e-06,2.013865635112198e-06,1.7328436107900123e-06,2.8806472009830433e-06,2.2222480686681108e-06,5.782192500205738e-06,3.458150005019213e-06,2.387775767522674e-06,3.154375336392438e-06,1.9000626940200764e-05,8.76333493711739e-06,1.1479261006697632e-05,2.5827938850719366e-06,1.0616847515644983e-05,1.477010887621142e-06,2.636855035521118e-06
11977,2.0646786026633958e-06,2.0905900647117727e-06,1.7120865190406745e-06,2.8177078968453965e-06,2.203095234510495e-06,5.968923419902825e-06,3.536153788142979e-06,2.4353013780243542e-06,3.031777809971125e-06,1.7459250904429327e-05,8.765559895960119e-06,1.1586513249916916e-05,2.5467459495347592e-06,1.0173001703215233e-05,1.4843976791449418e-06,2.6962765515529686e-06
11978,2.1176465801785904e-06,2.172892999779037e-06,1.695369692881921e-06,2.747577531930267e-06,2.185256933931903e-06,6.13938342617188e-06,3.6151457305422667e-06,2.4863666573858325e-06,2.9168271389560437e-06,1.597262489962639e-05,8.720908057239658e-06,1.1644499022669377e-05,2.51931577425015e-06,9.702040416777385e-06,1.490648209745721e-06,2.7507977670068106e-06
11979,2.170829070415919e-06,2.260962893488844e-06,1.6831022932582637e-06,2.6710006105909772e-06,2.1685117757042182e-06,6.289409262569445e-06,3.6945561915350645e-06,2.5396066003335336e-06,2.8089248446678616e-06,1.4552923897047282e-05,8.628988365993149e-06,1.1657411771415587e-05,2.50017113996213e-06,9.216267877226736e-06,1.4957727148827844e-06,2.799253554388657e-06
11980,2.2236899728553098e-06,2.354730056479475e-06,1.6754028435551392e-06,2.589067570438366e-06,2.153055599843841e-06,6.415839140808611e-06,3.7739136209009807e-06,2.5934453896403876e-06,2.7077536500695663e-06,1.321121596583727e-05,8.489831401550781e-06,1.1631085947129338e-05,2.489325856705559e-06,8.72615571159986e-06,1.4998831704057694e-06,2.84060412274727e-06
11981,2.275496321158744e-06,2.4537779464812498e-06,1.6722283059525372e-06,2.503346296838183e-06,2.139369869713666e-06,6.517113067285971e-06,3.8527223244801945e-06,2.64622432649844e-06,2.6134141602333164e-06,1.1956911220736016e-05,8.304554898022953e-06,1.1572946861314946e-05,2.486903191662845e-06,8.240369002972562e-06,1.5030623768206402e-06,2.8740826561193668e-06
11982,2.3254904663888236e-06,2.5573581493079795e-06,1.6736296632635616e-06,2.4156911643668455e-06,2.1279256970101406e-06,6.593327345426406e-06,3.930138278966245e-06,2.696310654671065e-06,2.5264675003855395e-06,1.0797215738343895e-05,8.075959096682551e-06,1.1490858290771185e-05,2.4928316362741914e-06,7.765882560510328e-06,1.5052671307325749e-06,2.8990560021159624e-06
11983,2.3729933550231e-06,2.6644360616318846e-06,1.6799836017462033e-06,2.327909861133616e-06,2.118925672439813e-06,6.645789779936321e-06,4.004652763046838e-06,2.742216091236436e-06,2.4478986035316144e-06,9.737241567118471e-06,7.808811769301239e-06,1.1391855565621103e-05,2.506848271125202e-06,7.308103831148559e-06,1.5063450021517145e-06,2.914788256110982e-06
11984,2.417376710854116e-06,2.773691500056196e-06,1.6919959686597398e-06,2.2415545966952526e-06,2.112214875590094e-06,6.676203130409373e-06,4.073962813450902e-06,2.782734385026038e-06,2.378854966246111e-06,8.780552453212814e-06,7.509653831875732e-06,1.1281509496340997e-05,2.5287103085188493e-06,6.8712073623896595e-06,1.5062406462255578e-06,2.9204062874466863e-06
11985,2.4579458152366213e-06,2.8835512005694656e-06,1.7104848768630122e-06,2.157928785266071e-06,2.1073879806914537e-06,6.685789030569872e-06,4.13503125677504e-06,2.817045166285706e-06,2.3202517640135402e-06,7.929464119067153e-06,7.186162588666949e-06,1.116405110236929e-05,2.558308839645818e-06,6.4585228888565215e-06,1.505244062101646e-06,2.915172480753154e-06
11986,2.493902533748821e-06,2.9923830430561514e-06,1.7361654506170447e-06,2.0782038247447374e-06,2.1040233119020927e-06,6.674741102957973e-06,4.184349508650987e-06,2.8447384157304687e-06,2.272546991136365e-06,7.184897111892379e-06,6.846269941939094e-06,1.1043058876105845e-05,2.5955613660184586e-06,6.0727185874741005e-06,1.5040121257206285e-06,2.8988561634298788e-06
11987,2.524512990860132e-06,3.0987882843933623e-06,1.769546542949375e-06,2.003499612905973e-06,2.1019449564303586e-06,6.642144076244847e-06,4.218478813133323e-06,2.8657831373082182e-06,2.235724478872015e-06,6.546223823698595e-06,6.497305823080425e-06,1.0922533369793014e-05,2.6403040660098024e-06,5.715779274550497e-06,1.5033340100100223e-06,2.871900183024221e-06
11988,2.5493635096652937e-06,3.2017678237665744e-06,1.810882949260722e-06,1.934857413969503e-06,2.1013918919257763e-06,6.586346829651223e-06,4.234736975629083e-06,2.8804257770749508e-06,2.20931986909522e-06,6.011460229541784e-06,6.145413903539576e-06,1.0808224062430489e-05,2.692416520270651e-06,5.388975579225485e-06,1.5038803755995144e-06,2.8352895758292306e-06
11989,2.568465172984778e-06,3.300639970312966e-06,1.8601730425745192e-06,1.873153124697973e-06,2.102957713477105e-06,6.505745915832493e-06,4.231610256377125e-06,2.8889589775568805e-06,2.192461392474016e-06,5.577565928001152e-06,5.795335703229908e-06,1.0708976303575957e-05,2.7520260489428075e-06,5.093149149090475e-06,1.5060880286367895e-06,2.790264298488821e-06
11990,2.582121285933844e-06,3.394768835806731e-06,1.9171993139528473e-06,1.8190448369877377e-06,2.107305227493781e-06,6.399677782528424e-06,4.208545712980159e-06,2.8914989299590255e-06,2.1839587354528366e-06,5.240514860446109e-06,5.450457335829595e-06,1.063760219588094e-05,2.8195691727172815e-06,4.829344172511091e-06,1.5101327027067749e-06,2.738023987346879e-06
11991,2.590680210113793e-06,3.483301894677044e-06,1.9815290881904444e-06,1.7729427681037028e-06,2.1148706539258557e-06,6.269014809371136e-06,4.165273606857822e-06,2.8880088901081064e-06,2.18241669369785e-06,4.995213010761003e-06,5.112930530047705e-06,1.0610544075150205e-05,2.8957057179591174e-06,4.599272943604529e-06,1.515959586085851e-06,2.6794916078885025e-06
11992,2.5943349302117177e-06,3.565150572987496e-06,2.052462066683191e-06,1.7349460933434635e-06,2.1257713499313366e-06,6.11632718503247e-06,4.101280553159007e-06,2.8785332622209564e-06,2.1863506158147598e-06,4.835498918392021e-06,4.783795771929798e-06,1.0646672474149777e-05,2.9811172931742623e-06,4.405210032616645e-06,1.5234078561890235e-06,2.6152560448626298e-06
11993,2.593115072759451e-06,3.639215383005191e-06,2.12906647698964e-06,1.704806498587055e-06,2.139929740036066e-06,5.945648729239334e-06,4.015975708109387e-06,2.863427005444732e-06,2.1942957606676345e-06,4.7543293202613e-06,4.463268820454954e-06,1.0767454812367227e-05,3.0762294711458702e-06,4.249492430121053e-06,1.532384504195932e-06,2.5457566109104297e-06
11994,2.587185737336532e-06,3.7046028212614346e-06,2.210405045750622e-06,1.682001530263556e-06,2.1572371570548105e-06,5.761890277488298e-06,3.909490309777443e-06,2.843480158943044e-06,2.204956442141437e-06,4.74407103600304e-06,4.151348781649377e-06,1.099953905471451e-05,3.1809632880034075e-06,4.134044427010498e-06,1.5429348601974535e-06,2.4715188593508566e-06
11995,2.5772610700468006e-06,3.7606595768056598e-06,2.295806600288162e-06,1.6658756271205656e-06,2.177583835733335e-06,5.570043643411291e-06,3.783494195430371e-06,2.819961248599499e-06,2.2174309802803254e-06,4.796628333634836e-06,3.848533026055698e-06,1.1377303552771257e-05,3.2946069908044525e-06,4.0601577815742356e-06,1.555128023189396e-06,2.3932522406368875e-06
11996,2.5646612866395143e-06,3.8068834212565098e-06,2.384955679493094e-06,1.655734053308868e-06,2.2008433159331595e-06,5.37447316240283e-06,3.64136764592081e-06,2.794599738320119e-06,2.2313228626802706e-06,4.9033016546752136e-06,3.556201711511951e-06,1.194277065217337e-05,3.4159160587773223e-06,4.028441012780812e-06,1.5688743044755542e-06,2.31183795608146e-06
11997,2.550903982919046e-06,3.842862651413504e-06,2.4777743718004424e-06,1.6508203046312103e-06,2.2269983547696414e-06,5.178599901191555e-06,3.48760318704711e-06,2.7694597029415847e-06,2.246582208019432e-06,5.054666510764095e-06,3.276452455579949e-06,1.2743087916617405e-05,3.5435916751802963e-06,4.038755994429081e-06,1.5838701990030656e-06,2.22828283371606e-06
11998,2.537274836528777e-06,3.868305339096963e-06,2.574204355829429e-06,1.6502240595777783e-06,2.256285134972881e-06,4.984994474525393e-06,3.326940212279453e-06,2.7466786765912375e-06,2.263396448181623e-06,5.240784633630842e-06,3.0115718105056432e-06,1.3827383080195644e-05,3.6770112735814795e-06,4.090150156367589e-06,1.5997474654752617e-06,2.143679113493633e-06
11999,2.524754068514411e-06,3.883078159234867e-06,2.6739781680332263e-06,1.65289136508263e-06,2.289127178098051e-06,4.795555112523794e-06,3.1637752776175595e-06,2.7281670860647555e-06,2.282394617874754e-06,5.451750856578312e-06,2.7635932041966866e-06,1.5244539324148489e-05,3.8166352759741575e-06,4.1808636638894296e-06,1.616324610929264e-06,2.0591887050916114e-06
12000,2.51424497765671e-06,3.88716297638761e-06,2.7765078271605946e-06,1.657828278220677e-06,2.325904583441239e-06,4.611543384791819e-06,3.001962540233406e-06,2.7154027355698136e-06,2.304829723680095e-06,5.6782647250816414e-06,2.5341676593355736e-06,1.7042431151508454e-05,3.963702503460621e-06,4.308433446769232e-06,1.6337394575884067e-06,1.976000683513765e-06
12001,2.506844044657882e-06,3.880559324380342e-06,2.880952535411934e-06,1.664303960876093e-06,2.3667339029876176e-06,4.433589830899236e-06,2.844820733763644e-06,2.7093512285569284e-06,2.3324247484586915e-06,5.911862779492753e-06,2.324566362837128e-06,1.9268243602111528e-05,4.119649566014589e-06,4.4699256075340005e-06,1.6523273382354937e-06,1.8952089322392202e-06
12002,2.5039128070975696e-06,3.863228275694133e-06,2.9863215238906466e-06,1.6718230480974547e-06,2.4113628251075974e-06,4.261879187271648e-06,2.695155414344578e-06,2.710456240522181e-06,2.3670099161223496e-06,6.1448065500708715e-06,2.1356988397792634e-06,2.1969096558535096e-05,4.285844105026139e-06,4.662196458649749e-06,1.6724068462941463e-06,1.817656236265628e-06
12003,2.5068831034382336e-06,3.835060116317511e-06,3.0915042060075206e-06,1.6799463856153875e-06,2.459176318424342e-06,4.0965975902850095e-06,2.5552685992612945e-06,2.7187173846153392e-06,2.4102063485646364e-06,6.36999243550989e-06,1.968201534945368e-06,2.5192283728815408e-05,4.4634755629930426e-06,4.881910466452384e-06,1.6941811225428293e-06,1.7438413244970607e-06
12004,2.5169536379797194e-06,3.7957874590743365e-06,3.1953114279462364e-06,1.6882041077609689e-06,2.509276044575913e-06,3.938554005445427e-06,2.4270122836678774e-06,2.7339431687650106e-06,2.4633741687341826e-06,6.58109128367323e-06,1.8225122742083241e-06,2.898485444139569e-05,4.65325032566077e-06,5.125259951214609e-06,1.7176949694301862e-06,1.673951768726223e-06
12005,2.5348691408617014e-06,3.7450643527617475e-06,3.2965835635239624e-06,1.6961720045286572e-06,2.560738050578148e-06,3.7897353043977515e-06,2.311840205029151e-06,2.7560964161151337e-06,2.527815783351609e-06,6.772688903359966e-06,1.6988419810696668e-06,3.339270300597911e-05,4.855085616895801e-06,5.387659804495832e-06,1.7427650547806397e-06,1.6080167419674875e-06
12006,2.5608407127292314e-06,3.6830421667863003e-06,3.3942759599316786e-06,1.7036030047245981e-06,2.613116315357138e-06,3.6534848524749622e-06,2.2108211816865987e-06,2.785438320114421e-06,2.604905219953158e-06,6.940136517494924e-06,1.5971463111132958e-06,3.8459490749140976e-05,5.068125124491504e-06,5.663599325977494e-06,1.7689603637627492e-06,1.5460613689191594e-06
12007,2.5945980455373286e-06,3.6111531972935297e-06,3.4874701035634867e-06,1.7105169350448543e-06,2.666874136955636e-06,3.5341234855768194e-06,2.1246810917837124e-06,2.8223229136016124e-06,2.6959717661448117e-06,7.0790916451240105e-06,1.5172131010560067e-06,4.422559221926514e-05,5.2909946640304415e-06,5.946754013306385e-06,1.7956571143689566e-06,1.4881243020340556e-06
12008,2.6355540640672676e-06,3.532359332120731e-06,3.575419121981027e-06,1.7171884399944467e-06,2.72331997571203e-06,3.4362096323698307e-06,2.0538656035323803e-06,2.8668685992777626e-06,2.802116133651496e-06,7.1850630217708445e-06,1.458792866818159e-06,5.072702026742728e-05,5.521938186454449e-06,6.230628306016366e-06,1.8221090930444518e-06,1.434206670569369e-06
12009,2.682952080241383e-06,3.450611521830786e-06,3.6577109225797235e-06,1.7240048338515658e-06,2.784133580361016e-06,3.3639194126274767e-06,1.998535269835727e-06,2.918773987096328e-06,2.924067447312081e-06,7.253549171163456e-06,1.4216313704868404e-06,5.799423429684149e-05,5.758670295262501e-06,6.509666521027305e-06,1.8475384936178198e-06,1.3843181337537465e-06
12010,2.735877271882671e-06,3.3699804697288144e-06,3.734415705035435e-06,1.731308003662412e-06,2.8509591838683584e-06,3.3207792957732797e-06,1.9584956211134546e-06,2.9772945865897936e-06,3.0620586373281127e-06,7.280961282335437e-06,1.4054439060096549e-06,6.605082366932555e-05,5.99820127183471e-06,6.7800426156886534e-06,1.8712491652977792e-06,1.3385690926260671e-06
12011,2.7933107886743917e-06,3.2940318548393252e-06,3.8059791229373905e-06,1.739357644963073e-06,2.9252135933424495e-06,3.3096065485379414e-06,1.933134858934605e-06,3.0412988566746695e-06,3.2157831403382427e-06,7.265747143493699e-06,1.4099128091325105e-06,7.491182929846012e-05,6.236798990702716e-06,7.039377467558502e-06,1.8927157272120815e-06,1.2971454897783896e-06
12012,2.85436840230149e-06,3.2256414129795394e-06,3.872836702812179e-06,1.7483370581570113e-06,3.007928213608091e-06,3.3325450267944906e-06,1.9214212264121023e-06,3.109307622281721e-06,3.3844265988741696e-06,7.209103173317553e-06,1.4346863849000968e-06,8.458104029916287e-05,6.469945226082761e-06,7.285590045474691e-06,1.911660203250151e-06,1.2601695000549332e-06
12013,2.9184652550597425e-06,3.1670983155890666e-06,3.935099984817572e-06,1.7582697225385732e-06,3.099661009960402e-06,3.3911725908998214e-06,1.922003968084688e-06,3.1794637945054334e-06,3.5666387267461187e-06,7.114959900561175e-06,1.4794184766302961e-06,9.504718913713092e-05,6.6924165804646985e-06,7.5158071203558425e-06,1.9280928030062084e-06,1.2275847804869293e-06
12014,2.985268804676236e-06,3.120255338781683e-06,3.992647605329296e-06,1.7689016583307496e-06,3.2005521188771078e-06,3.4865776737156653e-06,1.933400015472335e-06,3.24957107523138e-06,3.7604672411008066e-06,6.989122393169276e-06,1.5438557981964063e-06,0.00010628052537188295,6.898764967908021e-06,7.726150461360194e-06,1.942215739539085e-06,1.1991497358413629e-06
12015,3.0546735647483117e-06,3.086573219351161e-06,4.0454892289995564e-06,1.7796784868338031e-06,3.310359321107618e-06,3.6193170861856312e-06,1.954141174138278e-06,3.3173613522400044e-06,3.963437847433209e-06,6.838015169512129e-06,1.6278275457022972e-06,0.0001182309214791931,7.084091906765986e-06,7.912583507827261e-06,1.9542680614910637e-06,1.1745116703761586e-06
12016,3.126823328573787e-06,3.0670507899571196e-06,4.094005115600772e-06,1.7898959056577366e-06,3.428473107672671e-06,3.7892878234215457e-06,1.982810781036765e-06,3.3808668030323453e-06,4.172817422148219e-06,6.667822113039928e-06,1.7311142158517804e-06,0.00013082620638023363,7.244767288189831e-06,8.071987632139084e-06,1.964467118153883e-06,1.1532991962649535e-06
12017,3.201947094182389e-06,3.0621399467523107e-06,4.1388309680420575e-06,1.7990126222543122e-06,3.5540456875011555e-06,3.995638267817693e-06,2.018053451934305e-06,3.4385686763469746e-06,4.385851733156146e-06,6.48419548919332e-06,1.8533950273462243e-06,0.00014396896957452577,7.3785607087983406e-06,8.202282706960347e-06,1.972971153765302e-06,1.1351861910648896e-06
12018,3.2800926826608285e-06,3.071788863335478e-06,4.1805730819310556e-06,1.8069495129420955e-06,3.6860557755393295e-06,4.23679993006888e-06,2.0586053359464205e-06,3.489160356761327e-06,4.5998292536376995e-06,6.292097681429867e-06,1.9943805171832067e-06,0.00015753251213073736,7.483915854457134e-06,8.301711849961639e-06,1.97979580647449e-06,1.1198951244402676e-06
12019,3.361061828643206e-06,3.0956827261576253e-06,4.219793243866485e-06,1.8141630828820925e-06,3.823117651641351e-06,4.510541094539503e-06,2.1032563578474626e-06,3.5311492802974432e-06,4.812138236928967e-06,6.095662982472828e-06,2.1539730656554172e-06,0.00017135811595884093,7.5591908411290375e-06,8.368388264318015e-06,1.9847820549873253e-06,1.1071488127939612e-06
12020,3.4444997076191685e-06,3.1335888809698623e-06,4.257292028476565e-06,1.821466008102688e-06,3.9632490104010635e-06,4.8138874954321594e-06,2.1507641904509626e-06,3.562765880055983e-06,5.020473072412294e-06,5.898281682585483e-06,2.332242100838779e-06,0.0001852544419367364,7.602760721098089e-06,8.400187454531672e-06,1.987685046158778e-06,1.0966370503415234e-06
12021,3.5298599819959624e-06,3.1856539099811177e-06,4.294225035840243e-06,1.8297414619933642e-06,4.1038897427995644e-06,5.142932808935795e-06,2.199897750110398e-06,3.5824258666259487e-06,5.222993602365702e-06,5.702798196504524e-06,2.529191356370981e-06,0.00019899771035239135,7.6135732911784834e-06,8.394459680028931e-06,1.9883948765935235e-06,1.0880232273851047e-06
12022,3.6162613681541164e-06,3.2525496373918537e-06,4.331846795019332e-06,1.839744777466103e-06,4.2421073241523045e-06,5.492692522345584e-06,2.2495862768501634e-06,3.589460007919233e-06,5.41813299174495e-06,5.51164487931859e-06,2.744481973455274e-06,0.0002123303715783973,7.591461205633388e-06,8.34810693966458e-06,1.987158240699333e-06,1.0809700441823896e-06
12023,3.70253855463119e-06,3.3354245425183873e-06,4.371131516230627e-06,1.8520944360513704e-06,4.374669141531119e-06,5.857080532496798e-06,2.2989211824334675e-06,3.5845866684646864e-06,5.604092931701586e-06,5.32697170518354e-06,2.977254012219287e-06,0.00022495992529327722,7.537233317425049e-06,8.25872703217641e-06,1.984586749081737e-06,1.0752187687016785e-06
12024,3.7875917662826116e-06,3.4357060121419388e-06,4.412517963874217e-06,1.8673581393673279e-06,4.497901187502702e-06,6.228957053540326e-06,2.3469742860152286e-06,3.569844910560131e-06,5.778483167272968e-06,5.150806455086838e-06,3.226064589401905e-06,0.00023656862202650752,7.45273293491312e-06,8.126067527182445e-06,1.9814422760617146e-06,1.0706839200374116e-06
12025,3.870753362810879e-06,3.554880608262659e-06,4.455867343101868e-06,1.8860765043627227e-06,4.607754025710986e-06,6.600184172995534e-06,2.392691408348472e-06,3.5480665431033993e-06,5.938468732261018e-06,4.985178695626094e-06,3.4889463227435584e-06,0.0002468431510162817,7.340886507861269e-06,7.952335275464516e-06,1.978378626186516e-06,1.0674323141623312e-06
12026,3.951860786942073e-06,3.6943745219003125e-06,4.500590346136016e-06,1.9087301077142725e-06,4.700429899268697e-06,6.961792062657983e-06,2.4350069865931053e-06,3.5222024703637797e-06,6.081321916095224e-06,4.8321404678897245e-06,3.7636267505465003e-06,0.00025551556302024126,7.2056988639025315e-06,7.741177067043739e-06,1.9757929912027465e-06,1.0655983225289467e-06
